Crdc.0.Ped.000:	224.033000
Crdc.0.Ped.001:	221.682000
Crdc.0.Ped.002:	212.251000
Crdc.0.Ped.003:	221.975000
Crdc.0.Ped.004:	225.327000
Crdc.0.Ped.005:	201.813000
Crdc.0.Ped.006:	222.715000
Crdc.0.Ped.007:	231.055000
Crdc.0.Ped.008:	220.699000
Crdc.0.Ped.009:	215.497000
Crdc.0.Ped.010:	224.153000
Crdc.0.Ped.011:	226.034000
Crdc.0.Ped.012:	214.651000
Crdc.0.Ped.013:	226.908000
Crdc.0.Ped.014:	218.998000
Crdc.0.Ped.015:	202.519000
Crdc.0.Ped.016:	201.420000
Crdc.0.Ped.017:	206.280000
Crdc.0.Ped.018:	206.021000
Crdc.0.Ped.019:	210.029000
Crdc.0.Ped.020:	199.633000
Crdc.0.Ped.021:	213.270000
Crdc.0.Ped.022:	203.952000
Crdc.0.Ped.023:	212.743000
Crdc.0.Ped.024:	204.321000
Crdc.0.Ped.025:	204.312000
Crdc.0.Ped.026:	208.683000
Crdc.0.Ped.027:	205.000000
Crdc.0.Ped.028:	207.249000
Crdc.0.Ped.029:	203.587000
Crdc.0.Ped.030:	209.148000
Crdc.0.Ped.031:	207.129000
Crdc.0.Ped.032:	219.215000
Crdc.0.Ped.033:	221.335000
Crdc.0.Ped.034:	215.009000
Crdc.0.Ped.035:	225.223000
Crdc.0.Ped.036:	219.444000
Crdc.0.Ped.037:	225.013000
Crdc.0.Ped.038:	222.399000
Crdc.0.Ped.039:	209.722000
Crdc.0.Ped.040:	217.660000
Crdc.0.Ped.041:	215.848000
Crdc.0.Ped.042:	205.745000
Crdc.0.Ped.043:	222.733000
Crdc.0.Ped.044:	218.092000
Crdc.0.Ped.045:	226.724000
Crdc.0.Ped.046:	224.699000
Crdc.0.Ped.047:	220.105000
Crdc.0.Ped.048:	211.663000
Crdc.0.Ped.049:	211.799000
Crdc.0.Ped.050:	207.982000
Crdc.0.Ped.051:	211.998000
Crdc.0.Ped.052:	212.648000
Crdc.0.Ped.053:	213.741000
Crdc.0.Ped.054:	209.590000
Crdc.0.Ped.055:	207.708000
Crdc.0.Ped.056:	213.891000
Crdc.0.Ped.057:	208.723000
Crdc.0.Ped.058:	209.345000
Crdc.0.Ped.059:	212.993000
Crdc.0.Ped.060:	207.704000
Crdc.0.Ped.061:	207.609000
Crdc.0.Ped.062:	207.159000
Crdc.0.Ped.063:	202.602000
Crdc.0.Ped.064:	183.563000
Crdc.0.Ped.065:	161.901000
Crdc.0.Ped.066:	176.077000
Crdc.0.Ped.067:	176.607000
Crdc.0.Ped.068:	174.842000
Crdc.0.Ped.069:	179.932000
Crdc.0.Ped.070:	180.115000
Crdc.0.Ped.071:	181.245000
Crdc.0.Ped.072:	208.695000
Crdc.0.Ped.073:	173.251000
Crdc.0.Ped.074:	182.379000
Crdc.0.Ped.075:	181.705000
Crdc.0.Ped.076:	184.192000
Crdc.0.Ped.077:	188.221000
Crdc.0.Ped.078:	185.639000
Crdc.0.Ped.079:	188.518000
Crdc.0.Ped.080:	210.929000
Crdc.0.Ped.081:	200.780000
Crdc.0.Ped.082:	204.442000
Crdc.0.Ped.083:	234.200000
Crdc.0.Ped.084:	209.078000
Crdc.0.Ped.085:	202.222000
Crdc.0.Ped.086:	207.435000
Crdc.0.Ped.087:	201.876000
Crdc.0.Ped.088:	206.929000
Crdc.0.Ped.089:	206.670000
Crdc.0.Ped.090:	204.000000
Crdc.0.Ped.091:	199.220000
Crdc.0.Ped.092:	213.958000
Crdc.0.Ped.093:	193.455000
Crdc.0.Ped.094:	208.593000
Crdc.0.Ped.095:	212.151000
Crdc.0.Ped.096:	222.850000
Crdc.0.Ped.097:	223.992000
Crdc.0.Ped.098:	219.531000
Crdc.0.Ped.099:	217.295000
Crdc.0.Ped.100:	218.118000
Crdc.0.Ped.101:	215.170000
Crdc.0.Ped.102:	216.639000
Crdc.0.Ped.103:	217.210000
Crdc.0.Ped.104:	215.378000
Crdc.0.Ped.105:	219.488000
Crdc.0.Ped.106:	218.407000
Crdc.0.Ped.107:	212.962000
Crdc.0.Ped.108:	215.812000
Crdc.0.Ped.109:	217.679000
Crdc.0.Ped.110:	210.073000
Crdc.0.Ped.111:	204.730000
Crdc.0.Ped.112:	226.400000
Crdc.0.Ped.113:	225.648000
Crdc.0.Ped.114:	213.372000
Crdc.0.Ped.115:	221.180000
Crdc.0.Ped.116:	228.314000
Crdc.0.Ped.117:	220.995000
Crdc.0.Ped.118:	224.299000
Crdc.0.Ped.119:	223.765000
Crdc.0.Ped.120:	223.356000
Crdc.0.Ped.121:	221.407000
Crdc.0.Ped.122:	225.916000
Crdc.0.Ped.123:	226.932000
Crdc.0.Ped.124:	221.345000
Crdc.0.Ped.125:	224.021000
Crdc.0.Ped.126:	218.519000
Crdc.0.Ped.127:	224.855000
Crdc.0.Ped.128:	216.839000
Crdc.0.Ped.129:	227.929000
Crdc.0.Ped.130:	222.565000
Crdc.0.Ped.131:	225.806000
Crdc.0.Ped.132:	223.895000
Crdc.0.Ped.133:	219.981000
Crdc.0.Ped.134:	221.944000
Crdc.0.Ped.135:	228.848000
Crdc.0.Ped.136:	227.340000
Crdc.0.Ped.137:	226.602000
Crdc.0.Ped.138:	225.051000
Crdc.0.Ped.139:	224.504000
Crdc.0.Ped.140:	226.338000
Crdc.0.Ped.141:	217.314000
Crdc.0.Ped.142:	212.685000
Crdc.0.Ped.143:	214.181000
Crdc.0.Ped.144:	204.712000
Crdc.0.Ped.145:	204.040000
Crdc.0.Ped.146:	208.075000
Crdc.0.Ped.147:	205.773000
Crdc.0.Ped.148:	206.878000
Crdc.0.Ped.149:	204.818000
Crdc.0.Ped.150:	207.294000
Crdc.0.Ped.151:	207.977000
Crdc.0.Ped.152:	207.347000
Crdc.0.Ped.153:	208.732000
Crdc.0.Ped.154:	205.164000
Crdc.0.Ped.155:	208.415000
Crdc.0.Ped.156:	202.926000
Crdc.0.Ped.157:	203.958000
Crdc.0.Ped.158:	194.961000
Crdc.0.Ped.159:	200.426000
Crdc.0.Ped.160:	185.754000
Crdc.0.Ped.161:	184.264000
Crdc.0.Ped.162:	187.655000
Crdc.0.Ped.163:	179.216000
Crdc.0.Ped.164:	186.188000
Crdc.0.Ped.165:	194.296000
Crdc.0.Ped.166:	196.949000
Crdc.0.Ped.167:	191.228000
Crdc.0.Ped.168:	187.574000
Crdc.0.Ped.169:	184.030000
Crdc.0.Ped.170:	191.351000
Crdc.0.Ped.171:	183.357000
Crdc.0.Ped.172:	188.390000
Crdc.0.Ped.173:	193.374000
Crdc.0.Ped.174:	194.539000
Crdc.0.Ped.175:	191.875000
Crdc.0.Ped.176:	208.280000
Crdc.0.Ped.177:	206.467000
Crdc.0.Ped.178:	202.791000
Crdc.0.Ped.179:	207.165000
Crdc.0.Ped.180:	204.724000
Crdc.0.Ped.181:	204.048000
Crdc.0.Ped.182:	203.198000
Crdc.0.Ped.183:	200.732000
Crdc.0.Ped.184:	201.033000
Crdc.0.Ped.185:	199.897000
Crdc.0.Ped.186:	202.926000
Crdc.0.Ped.187:	204.699000
Crdc.0.Ped.188:	202.595000
Crdc.0.Ped.189:	202.589000
Crdc.0.Ped.190:	199.006000
Crdc.0.Ped.191:	189.614000
Crdc.0.Ped.192:	209.021000
Crdc.0.Ped.193:	207.383000
Crdc.0.Ped.194:	206.652000
Crdc.0.Ped.195:	213.503000
Crdc.0.Ped.196:	201.876000
Crdc.0.Ped.197:	214.168000
Crdc.0.Ped.198:	208.993000
Crdc.0.Ped.199:	196.654000
Crdc.0.Ped.200:	211.713000
Crdc.0.Ped.201:	209.932000
Crdc.0.Ped.202:	212.652000
Crdc.0.Ped.203:	207.118000
Crdc.0.Ped.204:	209.727000
